,museum,address,longitude,latitude,ID,mus_point,station_id,name,region_id,capacity_x,lat,lon,station_status___1_,stat_point,closest,approx_distance_miles,Station_Name,num_bikes_available,num_docks_available,num_ebikes_available,capacity_y,station_lat,station_lon,last_updated_date,avlb_bikes,avlb_docks
240,The History of Cannabis  ,3626 GEORGIA AVENUE NW,-77.02433,38.934824,232148,POINT(-77.02433 38.934824),583,Georgia Ave & Morton St NW,42.0,19,38.932128000000006,-77.0235,active,POINT(-77.0235 38.932128),True,0.19158389025254205,Georgia Ave & Morton St NW,7,12,0,19,38.93212800000001,-77.0235,2020-08-17 09:03:05,True,True
241,The History of Cannabis  ,3626 GEORGIA AVENUE NW,-77.02433,38.934824,232148,POINT(-77.02433 38.934824),538,11th & Park Rd NW,42.0,19,38.93132185874559,-77.0282471179962,active,POINT(-77.0282471179962 38.9313218587456),True,0.32081027651939786,11th & Park Rd NW,12,7,0,19,38.93132185874559,-77.02824711799622,2020-08-17 09:03:05,True,True
242,The History of Cannabis  ,3626 GEORGIA AVENUE NW,-77.02433,38.934824,232148,POINT(-77.02433 38.934824),591,14th & Otis Pl NW,42.0,19,38.934405,-77.032687,active,POINT(-77.032687 38.934405),True,0.4501774650269231,14th & Otis Pl NW,2,17,0,19,38.934405,-77.032687,2020-08-17 09:03:05,False,True
243,The National Bonsai and Penjing Museum,3501 NEW YORK AVENUE NE,-76.96989039,38.9124031,293238,POINT(-76.96989039 38.9124031),421,24th & R St NE / National Arboretum,42.0,19,38.91263,-76.971923,active,POINT(-76.971923 38.91263),True,0.11041963662745284,24th & R St NE / National Arboretum,13,6,2,19,38.91263,-76.971923,2020-08-17 09:03:05,True,True
244,The National Bonsai and Penjing Museum,3501 NEW YORK AVENUE NE,-76.96989039,38.9124031,293238,POINT(-76.96989039 38.9124031),375,New York Ave & Hecht Ave NE,42.0,23,38.915603999999995,-76.983683,active,POINT(-76.983683 38.915604),True,0.7739475927305945,New York Ave & Hecht Ave NE,9,14,0,23,38.915604,-76.983683,2020-08-17 09:03:05,True,True
245,The National Bonsai and Penjing Museum,3501 NEW YORK AVENUE NE,-76.96989039,38.9124031,293238,POINT(-76.96989039 38.9124031),551,Trinidad Rec Center,42.0,19,38.906299,-76.983221,active,POINT(-76.983221 38.906299),True,0.8317740825067763,Trinidad Rec Center,5,14,0,19,38.906299,-76.983221,2020-08-17 09:03:05,True,True
246,The National Bonsai and Penjing Museum,3501 NEW YORK AVENUE NE,-76.96989039,38.9124031,293238,POINT(-76.96989039 38.9124031),547,Maryland Ave & 17th St NE,42.0,19,38.901934999999995,-76.978627,active,POINT(-76.978627 38.901935),True,0.8626104706889586,Maryland Ave & 17th St NE,6,12,2,19,38.901935,-76.978627,2020-08-17 09:03:05,True,True
247,The National Bonsai and Penjing Museum,3501 NEW YORK AVENUE NE,-76.96989039,38.9124031,293238,POINT(-76.96989039 38.9124031),633,Capitol Ave & Kendall St NE,,19,38.910993,-76.985854,active,POINT(-76.985854 38.910993),True,0.863942721469347,Capitol Ave & Kendall St NE,7,6,1,19,38.910993,-76.985854,2020-08-17 09:03:05,True,True
248,The Saint John Paul II National Shrine,3900 HAREWOOD ROAD NE,-77.00466482,38.93775908,288031,POINT(-77.00466482 38.93775908),592,John McCormack Rd NE,42.0,19,38.938889,-76.997226,active,POINT(-76.997226 38.938889),True,0.4074190792401953,John McCormack Rd NE,2,17,0,19,38.938889,-76.997226,2020-08-17 09:03:05,False,True
249,The Saint John Paul II National Shrine,3900 HAREWOOD ROAD NE,-77.00466482,38.93775908,288031,POINT(-77.00466482 38.93775908),164,1st & Washington Hospital Center NW,42.0,15,38.928743,-77.012457,active,POINT(-77.012457 38.928743),True,0.7508023742043005,1st & Washington Hospital Center NW,12,3,1,15,38.928743,-77.012457,2020-08-17 09:03:05,True,True
250,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),609,22nd & H St NW,42.0,17,38.89892546716841,-77.04885238395946,active,POINT(-77.0488523839595 38.8989254671684),True,0.13140776578803165,22nd & H St NW,8,9,1,17,38.898925467168425,-77.04885238395946,2020-08-17 09:03:05,True,True
251,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),27,21st & I St NW,42.0,35,38.90071062547464,-77.04644858837126,active,POINT(-77.0464485883713 38.9007106254746),True,0.13236263784415667,21st & I St NW,16,19,1,35,38.90071062547464,-77.04644858837128,2020-08-17 09:03:05,True,True
252,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),187,21st St & Pennsylvania Ave NW,42.0,19,38.901539,-77.046564,active,POINT(-77.046564 38.901539),True,0.18976731094490487,21st St & Pennsylvania Ave NW,13,6,1,19,38.901539,-77.046564,2020-08-17 09:03:05,True,True
253,The Wilderness Society - Ansel Adams Collection,1615 M STREET NW,-77.03735337,38.90585437,301103,POINT(-77.03735337 38.90585437),348,15th & L St NW,42.0,23,38.903659999999995,-77.034846,active,POINT(-77.034846 38.90366),True,0.20292987405241286,15th & L St NW,18,3,0,23,38.903649,-77.034918,2020-08-17 09:03:05,True,True
254,Tudor Place,1644 31ST STREET NW,-77.06298578,38.9114871,297689,POINT(-77.06298578 38.9114871),90,34th St & Wisconsin Ave NW,42.0,11,38.916441999999996,-77.0682,active,POINT(-77.0682 38.916442),True,0.4425697230524703,34th St & Wisconsin Ave NW,2,9,1,11,38.916442,-77.0682,2020-08-17 09:03:05,False,True
255,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),439,1st & D St SE,42.0,19,38.884916,-77.005965,active,POINT(-77.005965 38.884916),True,0.37544032029788815,1st & D St SE,13,6,2,19,38.884916,-77.005965,2020-08-17 09:03:05,True,True
256,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),168,Jefferson Dr & 14th St SW,42.0,23,38.888553,-77.03242900000001,active,POINT(-77.032429 38.888553),True,0.13008856266202073,Jefferson Dr & 14th St SW,15,8,0,23,38.8885525,-77.032427,2020-08-17 09:03:05,True,True
257,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),71,USDA / 12th & C St SW,42.0,39,38.886276945065106,-77.02824175357819,active,POINT(-77.0282417535782 38.8862769450651),True,0.24071071686320125,USDA / 12th & C St SW,30,9,1,39,38.886276945065106,-77.02824175357819,2020-08-17 09:03:05,True,True
258,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),True,0.26375367023096563,Smithsonian-National Mall / Jefferson Dr & 12th St SW,25,2,0,35,38.888774,-77.02869399999999,2020-08-17 09:03:05,True,False
259,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),410,17th St & Independence Ave SW,42.0,19,38.888096999999995,-77.038325,active,POINT(-77.038325 38.888097),True,0.3187115954495395,17th St & Independence Ave SW,9,8,0,19,38.888097,-77.038325,2020-08-17 09:03:05,True,True
