,station_id,num_bikes_available,num_docks_available,num_ebikes_available,num_bikes_disabled,num_docks_disabled,last_reported,is_renting,is_returning,last_updated_date
101,105,10,17,1,0,0,1594992779,1,1,2020-07-17 08:41:35
102,107,12,7,0,0,0,1594992013,1,1,2020-07-17 08:41:35
103,108,14,0,0,1,0,1594982883,1,1,2020-07-17 08:41:35
104,109,19,15,0,1,0,1594987408,1,1,2020-07-17 08:41:35
105,110,8,15,0,0,0,1594975400,1,1,2020-07-17 08:41:35
106,111,15,4,0,0,0,1594990152,1,1,2020-07-17 08:41:35
107,112,12,2,0,1,0,1594992971,1,1,2020-07-17 08:41:35
108,113,47,7,0,1,0,1594991780,1,1,2020-07-17 08:41:35
109,114,16,7,0,0,0,1594992541,1,1,2020-07-17 08:41:35
110,115,1,17,0,0,0,1594993288,1,1,2020-07-17 08:41:35
111,116,3,12,0,0,0,1594992757,1,1,2020-07-17 08:41:35
112,117,4,19,0,0,0,1594991168,1,1,2020-07-17 08:41:35
113,118,6,17,0,0,0,1594976015,1,1,2020-07-17 08:41:35
114,124,10,20,0,1,0,1594992169,1,1,2020-07-17 08:41:35
